Date,Genotype,Condition,Odor,Replicate,Concentration,CI
6/16/20,N2,Post-dauer,Benzaldehyde,2,"1:2,000",0.66984127
6/16/20,N2,Post-dauer,Benzaldehyde,3,"1:2,000",0.607038123
5/29/20,N2,Post-dauer,Benzaldehyde,1,"1:20,000",0.527950311
5/29/20,N2,Post-dauer,Benzaldehyde,2,"1:20,000",0.432258065
5/29/20,N2,Post-dauer,Benzaldehyde,3,"1:20,000",0.665338645
6/16/20,N2,Post-dauer,Benzaldehyde,1,"1:20,000",0.2
6/16/20,N2,Post-dauer,Benzaldehyde,2,"1:20,000",0.431906615
6/16/20,N2,Post-dauer,Benzaldehyde,3,"1:20,000",0.321637427
1/21/20,N2,Post-dauer,Diacetyl,1,10^-3,0.895196507
1/21/20,N2,Post-dauer,Diacetyl,2,10^-3,0.933333333
1/21/20,N2,Post-dauer,Diacetyl,3,10^-3,0.910447761
1/31/20,N2,Post-dauer,Diacetyl,1,10^-3,0.854545455
2/10/20,N2,Post-dauer,Diacetyl,1,10^-3,0.862068966
2/10/20,N2,Post-dauer,Diacetyl,2,10^-3,0.841269841
2/18/20,N2,Post-dauer,Diacetyl,1,10^-3,0.913793103
2/18/20,N2,Post-dauer,Diacetyl,2,10^-3,0.969230769
2/18/20,N2,Post-dauer,Diacetyl,3,10^-3,0.964071856
2/25/20,N2,Post-dauer,Diacetyl,1,10^-3,0.967105263
2/25/20,N2,Post-dauer,Diacetyl,2,10^-3,0.986046512
2/25/20,N2,Post-dauer,Diacetyl,3,10^-3,0.975124378
1/21/20,N2,Post-dauer,Diacetyl,1,10^-4,0.255605381
1/21/20,N2,Post-dauer,Diacetyl,2,10^-4,0.513761468
1/21/20,N2,Post-dauer,Diacetyl,3,10^-4,0.303448276
1/31/20,N2,Post-dauer,Diacetyl,1,10^-4,0.483870968
1/31/20,N2,Post-dauer,Diacetyl,2,10^-4,0.315789474
1/31/20,N2,Post-dauer,Diacetyl,3,10^-4,0.260869565
2/10/20,N2,Post-dauer,Diacetyl,1,10^-4,0.054393305
2/10/20,N2,Post-dauer,Diacetyl,2,10^-4,0.083870968
2/18/20,N2,Post-dauer,Diacetyl,1,10^-4,0.523809524
2/18/20,N2,Post-dauer,Diacetyl,2,10^-4,0.894736842
2/18/20,N2,Post-dauer,Diacetyl,3,10^-4,0.674418605
2/18/20,N2,Post-dauer,Diacetyl,4,10^-4,0.479452055
2/18/20,N2,Post-dauer,Diacetyl,5,10^-4,0.967741936
2/18/20,N2,Post-dauer,Diacetyl,6,10^-4,1
2/25/20,N2,Post-dauer,Diacetyl,1,10^-4,0.846153846
2/25/20,N2,Post-dauer,Diacetyl,2,10^-4,0.80952381
2/25/20,N2,Post-dauer,Diacetyl,3,10^-4,0.720524018
1/21/20,N2,Post-dauer,Diacetyl,1,10^-5,0.644628099
1/21/20,N2,Post-dauer,Diacetyl,2,10^-5,0.508305648
1/21/20,N2,Post-dauer,Diacetyl,3,10^-5,0.467811159
1/21/20,N2,Post-dauer,Diacetyl,4,10^-5,0.322751323
1/21/20,N2,Post-dauer,Diacetyl,5,10^-5,0.452830189
1/21/20,N2,Post-dauer,Diacetyl,6,10^-5,-0.120481928
1/31/20,N2,Post-dauer,Diacetyl,1,10^-5,0.090909091
2/10/20,N2,Post-dauer,Diacetyl,1,10^-5,-0.234567901
2/10/20,N2,Post-dauer,Diacetyl,2,10^-5,0.140350877
2/18/20,N2,Post-dauer,Diacetyl,1,10^-5,0.421487603
2/18/20,N2,Post-dauer,Diacetyl,2,10^-5,0.443298969
2/18/20,N2,Post-dauer,Diacetyl,3,10^-5,0.640625
2/18/20,N2,Post-dauer,Diacetyl,4,10^-5,0.656108597
2/18/20,N2,Post-dauer,Diacetyl,5,10^-5,0.913043478
2/18/20,N2,Post-dauer,Diacetyl,6,10^-5,0.375
2/25/20,N2,Post-dauer,Diacetyl,1,10^-5,0.597402597
2/25/20,N2,Post-dauer,Diacetyl,2,10^-5,0.515789474
2/25/20,N2,Post-dauer,Diacetyl,3,10^-5,0.373134328
1/21/20,N2,Post-dauer,Diacetyl,1,10^-6,0.092436975
1/21/20,N2,Post-dauer,Diacetyl,2,10^-6,0.43902439
1/21/20,N2,Post-dauer,Diacetyl,3,10^-6,0.492537313
1/31/20,N2,Post-dauer,Diacetyl,1,10^-6,0.188405797
1/31/20,N2,Post-dauer,Diacetyl,2,10^-6,0.282051282
1/31/20,N2,Post-dauer,Diacetyl,3,10^-6,0.014925373
2/18/20,N2,Post-dauer,Diacetyl,1,10^-6,0.368421053
2/18/20,N2,Post-dauer,Diacetyl,2,10^-6,0.150684932
2/18/20,N2,Post-dauer,Diacetyl,3,10^-6,-0.272727273
2/18/20,N2,Post-dauer,Diacetyl,4,10^-6,0.329032258
2/18/20,N2,Post-dauer,Diacetyl,5,10^-6,0.722222222
2/18/20,N2,Post-dauer,Diacetyl,6,10^-6,0.82278481
2/25/20,N2,Post-dauer,Diacetyl,1,10^-6,0.440366973
2/25/20,N2,Post-dauer,Diacetyl,2,10^-6,0.275
2/25/20,N2,Post-dauer,Diacetyl,3,10^-6,-0.185185185
3/17/20,N2,Post-dauer,Isoamyl Alcohol,1,10^-2,0.844559586
3/17/20,N2,Post-dauer,Isoamyl Alcohol,2,10^-2,0.696202532
3/17/20,N2,Post-dauer,Isoamyl Alcohol,3,10^-2,0.851851852
6/23/20,N2,Post-dauer,Isoamyl Alcohol,1,10^-2,0.97752809
6/23/20,N2,Post-dauer,Isoamyl Alcohol,2,10^-2,0.974358974
6/23/20,N2,Post-dauer,Isoamyl Alcohol,3,10^-2,0.983471074
6/26/20,N2,Post-dauer,Isoamyl Alcohol,1,10^-2,0.972299169
6/26/20,N2,Post-dauer,Isoamyl Alcohol,2,10^-2,1
6/26/20,N2,Post-dauer,Isoamyl Alcohol,3,10^-2,0.980676329
7/21/20,N2,Post-dauer,Isoamyl Alcohol,1,10^-2,0.991341991
7/21/20,N2,Post-dauer,Isoamyl Alcohol,2,10^-2,0.942675159
7/21/20,N2,Post-dauer,Isoamyl Alcohol,3,10^-2,0.779104478
7/17/20,N2,Post-dauer,Isoamyl Alcohol,1,10^-2,1
7/17/20,N2,Post-dauer,Isoamyl Alcohol,2,10^-2,1
7/17/20,N2,Post-dauer,Isoamyl Alcohol,3,10^-2,1
7/21/20,N2,Post-dauer,Isoamyl Alcohol,1,10^-2,0.801020408
7/21/20,N2,Post-dauer,Isoamyl Alcohol,2,10^-2,0.930232558
7/21/20,N2,Post-dauer,Isoamyl Alcohol,3,10^-2,0.920903955
7/24/20,N2,Post-dauer,Isoamyl Alcohol,1,10^-2,1
7/24/20,N2,Post-dauer,Isoamyl Alcohol,2,10^-2,0.986348123
7/24/20,N2,Post-dauer,Isoamyl Alcohol,3,10^-2,0.964285714
7/28/20,N2,Post-dauer,Isoamyl Alcohol,1,10^-2,0.971428571
7/28/20,N2,Post-dauer,Isoamyl Alcohol,2,10^-2,0.973741794
7/28/20,N2,Post-dauer,Isoamyl Alcohol,3,10^-2,0.95
6/23/20,N2,Post-dauer,Isoamyl Alcohol,1,10^-3,0.777777778
6/23/20,N2,Post-dauer,Isoamyl Alcohol,2,10^-3,0.759776536
6/23/20,N2,Post-dauer,Isoamyl Alcohol,3,10^-3,0.769230769
7/21/20,N2,Post-dauer,Isoamyl Alcohol,1,10^-3,0.651115619
2/15/22,N2,Post-dauer,Isoamyl Alcohol,1,10^-3,0.857142857
2/15/22,N2,Post-dauer,Isoamyl Alcohol,2,10^-3,0.936936937
2/15/22,N2,Post-dauer,Isoamyl Alcohol,3,10^-3,0.925925926
2/18/22,N2,Post-dauer,Isoamyl Alcohol,1,10^-3,0.95945946
2/18/22,N2,Post-dauer,Isoamyl Alcohol,2,10^-3,0.907894737
6/23/20,N2,Post-dauer,Isoamyl Alcohol,1,10^-4,0.601941748
6/23/20,N2,Post-dauer,Isoamyl Alcohol,2,10^-4,0.766081871
6/23/20,N2,Post-dauer,Isoamyl Alcohol,3,10^-4,0.711538462
6/26/20,N2,Post-dauer,Isoamyl Alcohol,1,10^-4,0.848101266
6/26/20,N2,Post-dauer,Isoamyl Alcohol,2,10^-4,0.86627907
6/26/20,N2,Post-dauer,Isoamyl Alcohol,3,10^-4,0.836363636
7/21/20,N2,Post-dauer,Isoamyl Alcohol,1,10^-4,0.219858156
7/21/20,N2,Post-dauer,Isoamyl Alcohol,2,10^-4,0.135135135
7/21/20,N2,Post-dauer,Isoamyl Alcohol,3,10^-4,0.389830509
7/21/20,N2,Post-dauer,Isoamyl Alcohol,4,10^-4,0.229508197
7/24/20,N2,Post-dauer,Isoamyl Alcohol,1,10^-4,0.541984733
7/24/20,N2,Post-dauer,Isoamyl Alcohol,2,10^-4,0.164179105
7/24/20,N2,Post-dauer,Isoamyl Alcohol,3,10^-4,0.12568306
7/24/20,N2,Post-dauer,Isoamyl Alcohol,4,10^-4,0.73015873
7/28/20,N2,Post-dauer,Isoamyl Alcohol,1,10^-4,0.627329193
7/28/20,N2,Post-dauer,Isoamyl Alcohol,2,10^-4,0.267973856
7/28/20,N2,Post-dauer,Isoamyl Alcohol,3,10^-4,0.492610837
6/26/20,N2,Post-dauer,Isoamyl Alcohol,1,10^-5,0.612903226
6/26/20,N2,Post-dauer,Isoamyl Alcohol,2,10^-5,0.725752508
6/26/20,N2,Post-dauer,Isoamyl Alcohol,3,10^-5,0.514285714
7/21/20,N2,Post-dauer,Isoamyl Alcohol,1,10^-5,0.241666667
7/21/20,N2,Post-dauer,Isoamyl Alcohol,2,10^-5,0.082278481
7/21/20,N2,Post-dauer,Isoamyl Alcohol,3,10^-5,0.279352227
7/21/20,N2,Post-dauer,Isoamyl Alcohol,4,10^-5,0.021276596
7/17/20,N2,Post-dauer,Isoamyl Alcohol,1,10^-5,0.267857143
7/17/20,N2,Post-dauer,Isoamyl Alcohol,2,10^-5,0.102941177
7/17/20,N2,Post-dauer,Isoamyl Alcohol,3,10^-5,0.915789474
7/17/20,N2,Post-dauer,Isoamyl Alcohol,4,10^-5,0.311111111
7/21/20,N2,Post-dauer,Isoamyl Alcohol,1,10^-5,-0.009345794
7/21/20,N2,Post-dauer,Isoamyl Alcohol,2,10^-5,0.152671756
7/21/20,N2,Post-dauer,Isoamyl Alcohol,3,10^-5,-0.035856574
7/24/20,N2,Post-dauer,Isoamyl Alcohol,1,10^-5,0.576036866
7/24/20,N2,Post-dauer,Isoamyl Alcohol,3,10^-5,0.08411215
7/28/20,N2,Post-dauer,Isoamyl Alcohol,1,10^-5,-0.068965517
7/28/20,N2,Post-dauer,Isoamyl Alcohol,2,10^-5,0.226666667
7/28/20,N2,Post-dauer,Isoamyl Alcohol,3,10^-5,0.456896552
1/29/20,N2,Post-dauer,Pyrazine,1,10^-1,0.333333333
1/29/20,N2,Post-dauer,Pyrazine,2,10^-1,-0.036144578
1/29/20,N2,Post-dauer,Pyrazine,3,10^-1,0.010989011
1/31/20,N2,Post-dauer,Pyrazine,1,10^-1,0.843137255
2/25/20,N2,Post-dauer,Pyrazine,1,10^-1,0.905511811
2/25/20,N2,Post-dauer,Pyrazine,2,10^-1,0.84501845
2/25/20,N2,Post-dauer,Pyrazine,3,10^-1,0.913043478
2/25/20,N2,Post-dauer,Pyrazine,4,10^-1,0.785714286
2/28/20,N2,Post-dauer,Pyrazine,1,10^-1,0.333333333
2/28/20,N2,Post-dauer,Pyrazine,2,10^-1,0.271604938
2/28/20,N2,Post-dauer,Pyrazine,3,10^-1,0.358490566
2/28/20,N2,Post-dauer,Pyrazine,4,10^-1,0.49122807
1/29/20,N2,Post-dauer,Pyrazine,1,10^-2,0.393442623
1/29/20,N2,Post-dauer,Pyrazine,2,10^-2,0.161616162
1/29/20,N2,Post-dauer,Pyrazine,3,10^-2,0.374301676
2/25/20,N2,Post-dauer,Pyrazine,1,10^-2,0.575308642
2/25/20,N2,Post-dauer,Pyrazine,2,10^-2,0.512345679
2/25/20,N2,Post-dauer,Pyrazine,3,10^-2,0.486486487
2/25/20,N2,Post-dauer,Pyrazine,4,10^-2,0.339805825
2/28/20,N2,Post-dauer,Pyrazine,1,10^-2,0.395121951
2/28/20,N2,Post-dauer,Pyrazine,2,10^-2,-0.118012422
2/28/20,N2,Post-dauer,Pyrazine,3,10^-2,-0.393258427
2/28/20,N2,Post-dauer,Pyrazine,4,10^-2,0.020689655
4/12/22,N2,Post-dauer,Pyrazine,1,10^-3,0.754385965
4/12/22,N2,Post-dauer,Pyrazine,2,10^-3,0.387755102
4/12/22,N2,Post-dauer,Pyrazine,3,10^-3,0.439252336
1/29/20,N2,Post-dauer,Pyrazine,1,10^-3,0.208791209
1/29/20,N2,Post-dauer,Pyrazine,2,10^-3,0.107438017
5/13/22,N2,Post-dauer,Pyrazine,1,10^-3,0.6
1/29/20,N2,Post-dauer,Pyrazine,1,10mg/mL,0.632432432
1/29/20,N2,Post-dauer,Pyrazine,2,10mg/mL,0.685950413
2/25/20,N2,Post-dauer,Pyrazine,1,10mg/mL,0.886363636
2/25/20,N2,Post-dauer,Pyrazine,2,10mg/mL,0.926380368
2/25/20,N2,Post-dauer,Pyrazine,3,10mg/mL,0.943396226
2/25/20,N2,Post-dauer,Pyrazine,4,10mg/mL,0.916666667
2/28/20,N2,Post-dauer,Pyrazine,1,10mg/mL,0.733333333
2/28/20,N2,Post-dauer,Pyrazine,2,10mg/mL,0.680672269
2/28/20,N2,Post-dauer,Pyrazine,3,10mg/mL,0.436123348
